player_id,link,season
158023,/player/158023/lionel-messi/fifa18/,18
20801,/player/20801/cristiano-ronaldo/fifa18/,18
190871,/player/190871/neymar/fifa18/,18
176580,/player/176580/luis-su%C3%A1rez/fifa18/,18
167495,/player/167495/manuel-neuer/fifa18/,18
193080,/player/193080/de-gea/fifa18/,18
192985,/player/192985/kevin-de-bruyne/fifa18/,18
188545,/player/188545/robert-lewandowski/fifa18/,18
183277,/player/183277/eden-hazard/fifa18/,18
182521,/player/182521/toni-kroos/fifa18/,18
178603,/player/178603/mats-hummels/fifa18/,18
167664,/player/167664/gonzalo-higua%C3%ADn/fifa18/,18
155862,/player/155862/sergio-ramos/fifa18/,18
211110,/player/211110/paulo-dybala/fifa18/,18
200389,/player/200389/jan-oblak/fifa18/,18
192119,/player/192119/thibaut-courtois/fifa18/,18
177003,/player/177003/luka-modri%C4%87/fifa18/,18
168542,/player/168542/david-silva/fifa18/,18
153079,/player/153079/sergio-ag%C3%BCero/fifa18/,18
138956,/player/138956/giorgio-chiellini/fifa18/,18
1179,/player/1179/gianluigi-buffon/fifa18/,18
215914,/player/215914/ngolo-kant%C3%A9/fifa18/,18
202126,/player/202126/harry-kane/fifa18/,18
195864,/player/195864/paul-pogba/fifa18/,18
194765,/player/194765/antoine-griezmann/fifa18/,18
190460,/player/190460/christian-eriksen/fifa18/,18
189509,/player/189509/thiago/fifa18/,18
184941,/player/184941/alexis-s%C3%A1nchez/fifa18/,18
182493,/player/182493/diego-god%C3%ADn/fifa18/,18
179813,/player/179813/edinson-cavani/fifa18/,18
173731,/player/173731/gareth-bale/fifa18/,18
167948,/player/167948/hugo-lloris/fifa18/,18
162835,/player/162835/samir-handanovi%C4%8D/fifa18/,18
209331,/player/209331/mohamed-salah/fifa18/,18
201399,/player/201399/mauro-icardi/fifa18/,18
199556,/player/199556/marco-verratti/fifa18/,18
198710,/player/198710/james-rodr%C3%ADguez/fifa18/,18
198219,/player/198219/lorenzo-insigne/fifa18/,18
192448,/player/192448/marc-andr%C3%A9-ter-stegen/fifa18/,18
189511,/player/189511/sergio-busquets/fifa18/,18
189332,/player/189332/jordi-alba/fifa18/,18
189242,/player/189242/coutinho/fifa18/,18
188567,/player/188567/pierre-emerick-aubameyang/fifa18/,18
183907,/player/183907/j%C3%A9r%C3%B4me-boateng/fifa18/,18
176676,/player/176676/marcelo/fifa18/,18
176635,/player/176635/mesut-%C3%B6zil/fifa18/,18
175943,/player/175943/dries-mertens/fifa18/,18
171877,/player/171877/marek-ham%C5%A1%C3%ADk/fifa18/,18
164240,/player/164240/thiago-silva/fifa18/,18
152729,/player/152729/piqu%C3%A9/fifa18/,18
9014,/player/9014/arjen-robben/fifa18/,18
41,/player/41/iniesta/fifa18/,18
200145,/player/200145/casemiro/fifa18/,18
197781,/player/197781/isco/fifa18/,18
192505,/player/192505/romelu-lukaku/fifa18/,18
192387,/player/192387/ciro-immobile/fifa18/,18
191043,/player/191043/alex-sandro/fifa18/,18
189596,/player/189596/thomas-m%C3%BCller/fifa18/,18
184432,/player/184432/azpilicueta/fifa18/,18
